sample_id,group,condition,replicate,batch,pair_id,note,display_name,color,exclude,layout_predicted,layout_final,lane_count,file_count,status,notes,input_source,r1_paths,r2_paths,all_paths
SRR518893,,,,,,,SRR518893,,False,paired-end,paired-end,1,2,ok,,auto_detect,['/home/manager/iwa_bio_analysis_orchestra/iwa_rnaseq_counter/SRR518893/SRR518893_1.fastq'],['/home/manager/iwa_bio_analysis_orchestra/iwa_rnaseq_counter/SRR518893/SRR518893_2.fastq'],"['/home/manager/iwa_bio_analysis_orchestra/iwa_rnaseq_counter/SRR518893/SRR518893_1.fastq', '/home/manager/iwa_bio_analysis_orchestra/iwa_rnaseq_counter/SRR518893/SRR518893_2.fastq']"
