UniqueCount	AmbigCount
0	0
0	0
0	0
205	0
2	0
0	0
0	0
1	0
8	0
3	0
0	0
5	0
103	0
3	0
3	0
1	0
0	0
7	0
1	0
0	0
7	0
4	0
1	0
0	0
3	0
1	0
1	0
0	0
6	0
0	0
3	0
0	0
5	0
0	12
0	0
0	0
24	0
0	0
7	0
0	0
0	0
4	0
0	0
1	0
7	0
0	0
0	0
1	0
0	0
2	0
4	0
1	0
0	0
14	0
1	0
0	0
0	1
0	0
3	0
0	0
0	0
60	0
0	0
1	0
0	0
0	0
7	2
0	0
1	0
165	0
0	0
0	0
1	0
1	0
2	0
0	0
3	0
13	0
0	0
10	0
3	0
113	1
1	0
3	0
1	0
0	0
1	0
301	6
2	0
2	0
97	8
3	0
7	0
5	0
1	0
0	0
20	0
1	0
1	0
0	0
1	0
1	0
0	0
1	0
0	0
1	0
5	0
0	0
1	0
1	0
0	0
5	0
9	0
12	0
1	0
0	0
2	0
0	0
0	0
2	0
1	0
6	0
1	0
0	0
1	0
0	0
0	0
8	0
5	0
0	0
1	0
2	0
2	42
7	0
1	0
0	0
2	0
2	0
4	0
2	0
2	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
3	0
1	0
1	0
0	0
0	0
37	0
0	0
0	0
6	0
8	0
5	0
3	0
0	0
7	1
0	0
0	0
0	0
5	0
1	0
2	0
0	0
0	0
2	0
0	0
1	0
9	0
4	0
3	0
7	0
0	0
4	0
0	0
0	0
1	0
1210	0
0	0
1	0
0	0
0	0
3	0
6	0
0	0
0	0
6	25
6	0
294	0
0	0
0	1
0	0
8	0
1	0
1	0
0	0
0	0
11	0
1	1
4	0
5	2
7	3
13	0
4	0
13	0
0	0
12	0
0	0
11	0
5	0
0	0
1	0
0	0
0	0
3	0
0	0
97	0
12	0
12	3
4	0
65	3
4	0
0	0
0	0
2	0
1	0
1	0
11	0
0	0
1	0
0	0
0	0
3	0
2	0
0	0
2	0
4	0
0	0
0	1
1	0
0	0
5	0
0	2
1	0
11	0
3	0
0	0
59	0
0	0
1	0
1	0
7	0
1	0
0	0
10	0
0	0
1	0
0	0
92	0
2	0
5	2
2	0
0	0
2	0
6	0
0	0
0	0
0	0
0	0
3	0
0	0
1	0
0	0
1	0
0	0
128	394
0	0
11	0
3	0
0	0
1	0
18	0
1	0
0	0
3	0
2	0
0	0
3	0
2	0
1	0
5	2
0	0
0	0
0	0
0	0
0	0
0	0
10	0
1	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
2	0
4	8
9	17
0	0
1	0
7	0
3	0
0	0
0	0
8	0
0	0
0	0
1	0
1	0
2	0
1	0
0	0
2	0
4	0
3	0
0	0
1	0
4	0
2	0
0	0
2	0
0	0
0	0
42	0
0	0
6	0
0	0
2	0
0	0
0	0
1	0
0	1
0	0
0	0
0	0
11	0
4	0
0	1
0	0
0	0
0	0
5	0
1	0
30	0
1	2
0	0
5	0
0	0
0	0
4	0
1	0
0	0
0	0
0	0
0	0
3	0
1	0
0	0
6	0
40	0
0	0
0	0
105	0
10	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
1	0
0	0
1	0
0	0
2	0
0	0
2	0
12	0
8	0
5	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
3	0
185	0
0	0
2	3
0	0
0	0
1	0
1	0
8	0
32	0
0	0
1	0
1	0
3	0
4	0
0	0
0	0
2	0
156	0
0	0
0	0
3	0
6	0
0	0
0	0
0	0
0	0
1	0
3	0
0	0
3	0
2	0
3	0
0	0
2	0
0	0
9	0
0	0
9	0
0	0
0	0
15	0
80	0
0	0
2	0
0	0
0	0
2	0
1	0
5	0
2	0
1	0
10	0
6	0
0	1
1	0
1	0
0	0
0	0
5	0
1	0
1	0
0	0
0	0
2	0
1	0
46	25
0	0
4	0
12	0
2	0
0	0
1	0
32	0
3	0
1	0
0	0
3	0
0	0
1	0
0	0
4	0
0	0
7	0
1	0
0	0
2	0
0	0
4	0
7	0
1	0
1	0
114	0
0	0
0	2
1	0
1	0
0	0
11	0
6	0
3	0
1	0
2	0
0	0
162	0
0	0
0	0
2	0
3	0
1	0
0	0
0	0
1	0
1	0
0	0
3	0
2	0
9	0
11	0
1	0
1	0
1	0
0	0
3	0
2	0
1	0
0	0
8	0
0	0
1	0
0	0
1	0
2	0
0	0
4	0
0	0
10	0
0	0
0	0
0	0
1	1
5	0
2	0
1	0
2	0
4	0
88	0
0	0
4	0
0	0
4	0
6	0
0	0
0	0
2	0
0	0
0	0
40	0
0	0
114	0
1	0
2	0
6	0
1	0
13	9
0	0
0	0
8	0
0	0
0	3
0	0
0	0
7	0
1	0
42	0
1	0
0	0
2	0
4	0
0	0
0	0
0	0
0	0
0	0
51	0
0	0
33	0
2	0
0	0
0	0
1	0
0	0
1	0
1	0
0	0
14	0
1	0
5	0
0	0
0	0
4	0
8	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
1	0
1	21
1	0
6	0
18	0
9	0
16	0
19	0
1	0
0	0
0	0
1	0
3	0
3	0
0	0
0	0
0	0
1	0
0	0
0	0
4	0
0	0
21	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
3	0
42	0
0	0
0	0
1	0
0	10
0	0
164	1
0	0
7	0
16	0
1	0
0	0
7	2
0	6
0	0
0	0
1	1
0	0
4	0
0	0
0	0
1	0
1	0
3	0
0	0
0	1
2	0
0	0
0	0
0	0
0	0
40	0
0	0
0	0
0	0
0	0
5	0
0	0
1	0
11	0
1	0
0	0
21	0
2	0
1	0
0	0
1	0
1	0
3	0
5	0
0	0
8	0
5	2
1	0
0	0
0	0
1	1
0	0
4	0
52	0
1	0
0	0
0	0
1	0
1	0
0	0
2	0
1	0
1	0
0	0
0	0
7	0
0	0
0	0
0	0
2	0
8	0
0	0
0	11
0	0
3	0
3	0
19	0
0	0
2	0
7	0
39	25
0	0
0	0
1	0
0	0
1	0
2	0
1	0
2	0
0	0
0	0
0	0
0	0
1	0
3	0
0	0
2	0
0	15
5	0
2	0
0	0
0	0
0	0
3	0
0	0
0	0
6	0
0	0
1	0
0	0
0	0
10	0
6	0
3	0
0	0
5	0
0	0
3	0
175	15
2	0
0	0
0	0
0	0
0	0
0	4
0	0
13	0
7	0
0	0
0	0
0	0
0	0
4	0
3	0
2	0
2	0
3	0
0	0
12	531
12	0
2	0
0	0
1	0
1	0
1	0
0	0
0	0
0	0
0	0
1	0
2	0
0	0
1	0
4	0
22	0
1	0
0	0
5	0
10	0
20	0
1	0
0	0
0	0
5	0
11	0
0	0
5	0
14	0
0	0
0	0
0	0
0	0
0	0
5	0
18	0
0	1
3	0
0	0
0	0
1	0
5	0
2	0
16	0
0	0
3	0
3	0
0	0
1	0
1	0
0	0
0	0
1	0
2	0
35	0
2	0
1	0
1	0
0	0
0	0
3	0
1	0
4	0
3	0
11	0
0	0
0	0
0	0
0	0
2	0
0	0
1	0
0	0
0	0
0	0
2	0
2	0
1	0
0	0
0	0
0	0
0	0
1	0
59	0
1	0
2	0
74	14
7	0
10	0
3	0
0	0
16	0
1	0
0	0
63	0
0	0
13	0
0	0
3	0
4	0
1847	0
1	0
0	0
4	0
0	0
0	0
4	0
1	0
2	0
1	0
0	0
0	0
0	0
18	291
0	0
0	0
8	0
6	0
0	0
0	0
1	0
4	0
5	0
3	0
0	0
0	0
2	0
0	0
1	0
0	0
5	0
1	0
1	15
11	0
0	0
2	0
1	0
0	2
2	0
0	0
3	0
0	0
9	0
1	0
18	0
0	0
4	0
0	0
0	0
0	1
1	0
0	0
0	0
1	0
8	0
3	0
0	9
1	0
0	1
5	0
3	0
6	0
12	0
0	0
0	0
1	0
1	0
0	0
2	0
0	0
2	0
3	0
0	0
0	0
0	0
0	0
0	0
12	0
0	0
1	0
2	0
3	0
0	0
2	0
1	0
0	0
0	0
2	0
1	0
3	0
0	0
0	0
4	0
0	0
0	0
4	0
0	0
0	0
5	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
1	0
3	0
0	0
1	0
2	0
2	0
15	0
226	0
0	0
2	0
4	0
1	0
28	0
11	1
0	0
1	0
0	0
3	0
0	0
2	0
8	0
0	0
11	0
36	0
2	0
2	0
3	0
1	0
0	0
1	0
0	0
653	0
4	0
4	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
5	0
0	0
0	0
5	0
2	0
1	0
1	0
0	0
0	0
14	0
0	0
0	0
2	0
1	0
1	0
3	0
3	0
0	0
0	0
13	9
0	0
5	0
0	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
3	0
1	0
472	192
0	0
1	0
10	0
0	0
0	0
0	0
0	0
8	0
3	6
0	0
1	0
1	0
0	0
0	1
0	0
6	0
0	0
18	0
1	0
8	2
4	0
3	0
1	0
9	0
0	0
0	0
7	0
0	0
0	0
205	0
1	0
0	0
0	0
0	0
0	0
1	0
7	0
3	0
0	0
10	0
31	0
6	0
9	0
0	0
6	0
0	0
11	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
16	0
1	0
10	0
1	0
2	3
10	0
1	0
0	0
1	0
0	0
0	0
2	0
2	0
4	0
0	0
4	0
0	0
0	0
0	0
1	0
11	0
0	0
4	0
0	0
2	0
0	0
0	0
1	0
0	0
0	0
3	0
1	0
0	0
0	0
0	0
2	0
0	0
1	0
223	0
0	0
0	0
0	0
1	0
1	0
0	0
1	0
0	0
1	0
1	0
2	0
3	0
0	0
0	0
0	0
36	0
0	0
0	0
1	0
0	0
2	0
14	0
0	0
0	11
0	0
0	0
1	0
0	0
0	0
2	0
262	0
3	0
1	0
0	0
1	0
178	0
1	0
4	0
0	0
4	1
0	0
1	0
30	0
0	0
1	0
2	0
8	0
44	191
4	0
0	0
1	0
8	0
4	0
3	25
1	0
0	0
0	0
0	0
3	0
2	0
13	0
6	0
0	0
103	0
0	0
2	0
7	0
0	0
1	0
1	0
0	0
4	0
8	0
0	0
3	0
8	0
112	0
0	0
0	0
2	0
1	0
0	0
0	0
128	0
0	0
0	0
3	0
1	0
0	0
1	0
0	0
4	0
0	0
11	0
1	0
8	1
0	0
0	0
4	0
0	0
1	0
15	0
19	0
0	0
0	0
17	0
0	0
0	0
0	0
1	2
0	0
11	1
5	0
0	0
3	0
1	0
0	0
2	0
4	0
0	2
2	0
6	0
0	0
1	0
0	0
0	0
0	0
10	0
2	0
2	0
20	0
0	0
1	0
0	0
1	0
0	0
6	0
0	0
0	0
47	0
7	0
51	0
1	0
0	0
7	0
12	0
0	0
1	0
1	0
0	0
15	0
0	0
0	0
1	0
2	0
3	0
0	0
5	0
2	0
2	0
0	0
1	0
0	3
3	0
0	0
1	1
27	0
31	0
2	0
2	0
68	0
1	0
0	0
1	0
1	0
5	0
0	0
1	0
2	0
0	0
1	0
141	0
2	0
1	0
1	0
9	0
0	0
15	0
0	0
4	0
0	0
0	0
2	0
0	0
1	0
0	0
4	0
0	0
0	0
1	0
8	0
0	0
29	20
16	0
0	0
2	0
0	0
6	0
1	0
0	0
292	0
1	0
18	0
1	0
0	0
1	0
11	0
3	0
0	0
3	0
3	0
3	0
7	0
3	0
0	0
7	0
0	0
2	0
1	0
0	0
50	0
0	0
0	0
0	0
17	0
2	0
0	0
7	0
0	0
1	0
1	0
2	0
0	0
0	0
0	0
31	0
3	0
8	0
0	0
1	0
0	0
0	0
52	0
0	0
13	0
3	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	2
0	0
1	0
0	0
9	0
0	0
1	0
0	0
1	0
0	0
0	0
46	19
0	0
0	1
2	0
5	0
0	0
2	0
22	0
2	0
2	0
0	0
2	0
0	1
0	0
0	0
0	0
19	0
0	0
0	0
3	0
0	0
1	0
3	0
88	0
2	0
0	0
0	0
2	0
1	11
0	0
0	0
0	0
1	0
2	0
3	0
2	0
0	0
2	0
2	0
2	0
3	0
15	0
0	0
3	1
3	0
0	0
4	0
0	0
0	0
45	2
0	0
2	0
1	0
0	0
12	0
0	0
4	1
1	0
0	0
0	0
0	0
5	0
15	0
73	0
0	0
4	0
0	0
1	0
0	0
0	0
0	0
1	0
5	0
0	0
0	0
6	0
11	0
0	0
2	0
4	0
14	0
13	0
11	0
1	0
0	0
0	0
0	0
1	0
0	0
0	0
2	0
0	0
0	0
0	0
0	10
17	0
4	0
7	0
3	15
0	0
0	0
2	0
0	0
2	2
0	0
3	1
7	0
2	0
2	0
1	0
1	0
4	0
0	0
0	0
2	0
6	0
1005	220
1	0
0	0
1	0
1	0
2	0
0	0
1	0
0	0
0	0
10	0
0	0
0	0
0	1
1	0
15	0
66	0
2	0
2	0
0	0
1	0
0	0
5	0
2	1
0	0
3	0
0	0
3	0
1	0
20	0
0	0
4	0
0	3
0	0
3	1
5	0
4	0
21	0
0	0
24	56
0	0
0	0
3	0
2	0
0	0
0	0
1	0
0	0
4	0
5	0
25	0
0	0
0	0
1	0
16	0
1	0
195	0
0	0
1	0
1	0
0	0
2	0
2	0
0	0
14	0
0	0
0	1
2	0
0	0
2	0
0	0
4	0
3	0
0	0
6	0
3	0
0	0
0	0
2	0
1	0
2	0
0	0
30	0
0	0
0	0
19	0
6	0
1	0
1	0
0	0
0	0
10	0
0	0
1	0
10	0
0	0
1	0
107	0
0	1
5	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
2	0
0	0
0	0
16	0
0	0
2	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
1	0
0	0
0	0
1	0
1	0
0	0
0	0
2	0
0	0
0	0
0	0
1	0
3	0
0	0
0	0
3	1
0	0
0	0
1	0
0	0
0	0
0	0
4	0
0	0
0	0
2	0
47	0
8	0
0	0
0	0
1	0
0	0
0	0
1	0
0	0
0	0
7	0
2	0
2	0
0	0
1	0
0	0
5	0
0	0
5	0
0	0
5	0
2	0
0	0
0	0
0	0
0	0
2	0
2	0
2	0
4	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
3	0
41	0
0	0
2	0
7	0
0	0
0	0
0	0
10	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
25	0
0	0
0	0
0	1
38	15
0	0
1	2
118	0
5	0
6	0
0	0
0	0
5	0
1	0
1	0
0	0
2	0
0	0
0	0
0	0
6	0
2	0
0	0
5	0
0	0
50	0
2	0
0	0
0	0
3	0
2	0
5	0
13	0
1	0
0	0
0	0
1	0
0	0
1	5
91	0
0	0
3	0
0	0
6	0
0	0
0	0
1	0
0	0
0	0
2	0
0	0
445	0
2	0
0	0
1	0
1	0
2	0
27	0
3	0
0	0
3	0
1	0
0	0
1	0
26	0
2	0
0	0
0	0
3	0
0	0
0	0
30	0
1	0
50	0
36	300
0	0
0	0
2	0
2	0
0	0
2	0
34	0
0	0
0	0
0	0
0	0
0	0
2	0
146	7
0	0
1	0
2	0
0	0
6	107
1	0
266	0
0	0
0	0
0	0
0	0
0	0
2	1
4	0
0	1
0	0
7	0
2	0
1	0
0	0
1	0
0	0
3	0
1	0
2	0
0	0
1	0
0	0
4	0
10	0
4	0
0	0
11	0
1	0
0	1
1	0
0	0
0	0
1	0
2	0
1	19
2	0
0	0
17	0
0	0
5	0
29	0
1	0
667	53
1	0
0	0
0	0
15	0
0	0
1	0
7	0
4	0
1	0
1	0
0	0
1	0
114	0
4	0
1	0
2	0
0	0
2	0
0	0
0	0
0	0
2	0
108	0
0	0
0	0
1	0
0	0
1	0
